odd_residue_mod_2^k,phi,v2(3r+1),succ_residue,check_w_blur+delta+phi(succ)-phi(res)
4117,0.562744645765,6,193,-0.000001000000
4119,-4.283040093162,1,6179,-0.000001000000
4121,-4.407197102964,2,3091,-0.000001000000
4123,-0.983887790931,1,6185,-0.000001000000
4125,-6.362481634842,3,1547,-0.000001000000
4127,-0.820426952858,1,6191,-0.000001000000
4129,6.268260165821,2,3097,-0.000001000000
4131,0.562744645765,1,6197,-0.000001000000
4133,3.047715520130,4,775,-0.000001000000
4135,4.149514795871,1,6203,-0.000001000000
4137,-2.491216399357,2,3103,-0.000001000000
4139,3.047715520130,1,6209,-0.000001000000
4141,0.562744645765,3,1553,-0.000001000000
4143,-3.753353750675,1,6215,-0.000001000000
4145,-6.362481634842,2,3109,-0.000001000000
4147,-6.362481634842,1,6221,-0.000001000000
4149,0.562744645765,5,389,-0.000001000000
4151,-3.305397827223,1,6227,-0.000001000000
4153,-4.407197102964,2,3115,-0.000001000000
4155,-4.407197102964,1,6233,-0.000001000000
4157,-4.407197102964,3,1559,-0.000001000000
4159,-4.283040093162,1,6239,-0.000001000000
4161,-4.407197102964,2,3121,-0.000001000000
4163,-4.407197102964,1,6245,-0.000001000000
4165,0.562744645765,4,781,-0.000001000000
4167,5.127157061810,1,6251,-0.000001000000
4169,-2.693981065700,2,3127,-0.000001000000
4171,0.562744645765,1,6257,-0.000001000000
4173,0.562744645765,3,1565,-0.000001000000
4175,-2.327755561285,1,6263,-0.000001000000
4177,0.562744645765,2,3133,-0.000001000000
4179,-4.407197102964,1,6269,-0.000001000000
4181,-6.892167977329,8,49,-0.000001000000
4183,-3.835084169711,1,6275,-0.000001000000
4185,-6.362481634842,2,3139,-0.000001000000
4187,2.478725349373,1,6281,-0.000001000000
4189,0.562744645765,3,1571,-0.000001000000
4191,3.619828453384,1,6287,-0.000001000000
4193,-4.407197102964,2,3145,-0.000001000000
4195,-4.407197102964,1,6293,-0.000001000000
4197,-4.407197102964,4,787,-0.000001000000
4199,-3.835084169711,1,6299,-0.000001000000
4201,-3.998545007783,2,3151,-0.000001000000
4203,-3.223667408187,1,6305,-0.000001000000
4205,-1.961530056870,3,1577,-0.000001000000
4207,1.422475426894,1,6311,-0.000001000000
4209,-6.892167977329,2,3157,-0.000001000000
4211,0.562744645765,1,6317,-0.000001000000
4213,-2.899868494538,5,395,-0.000001000000
4215,1.134857579019,1,6323,-0.000001000000
4217,-2.246025142248,2,3163,-0.000001000000
4219,3.047715520130,1,6329,-0.000001000000
4221,7.409363269833,3,1583,-0.000001000000
4223,1.134857579019,1,6335,-0.000001000000
4225,-4.855153026416,2,3169,-0.000001000000
4227,-2.899868494538,1,6341,-0.000001000000
4229,-2.899868494538,4,793,-0.000001000000
4231,-2.857441903772,1,6347,-0.000001000000
4233,1.706970512273,2,3175,-0.000001000000
4235,-4.855153026416,1,6353,-0.000001000000
4237,-6.892167977329,3,1589,-0.000001000000
4239,-1.879799637833,1,6359,-0.000001000000
4241,-0.454201448443,2,3181,-0.000001000000
4243,-0.454201448443,1,6365,-0.000001000000
4245,0.562744645765,6,199,-0.000001000000
4247,-5.790368701588,1,6371,-0.000001000000
4249,0.562744645765,2,3187,-0.000001000000
4251,-3.020902741845,1,6377,-0.000001000000
4253,-3.429554837026,3,1595,-0.000001000000
4255,2.727039368978,1,6383,-0.000001000000
4257,-6.362481634842,2,3193,-0.000001000000
4259,0.562744645765,1,6389,-0.000001000000
4261,-3.429554837026,4,799,-0.000001000000
4263,0.565867408261,1,6395,-0.000001000000
4265,6.676912261003,2,3199,-0.000001000000
4267,0.562744645765,1,6401,-0.000001000000
4269,-4.407197102964,3,1601,-0.000001000000
4271,3.090142110897,1,6407,-0.000001000000
4273,-4.407197102964,2,3205,-0.000001000000
4275,-4.407197102964,1,6413,-0.000001000000
4277,-7.340123900781,5,401,-0.000001000000
4279,-2.857441903772,1,6419,-0.000001000000
4281,0.562744645765,2,3211,-0.000001000000
4283,0.562744645765,1,6425,-0.000001000000
4285,4.025357786069,3,1607,-0.000001000000
4287,4.067784376835,1,6431,-0.000001000000
4289,-3.429554837026,2,3217,-0.000001000000
4291,-3.429554837026,1,6437,-0.000001000000
4293,-7.340123900781,4,805,-0.000001000000
4295,0.605171236532,1,6443,-0.000001000000
4297,-7.340123900781,2,3223,-0.000001000000
4299,-4.407197102964,1,6449,-0.000001000000
4301,-7.340123900781,3,1613,-0.000001000000
4303,0.075484894044,1,6455,-0.000001000000
4305,-1.634608380725,2,3229,-0.000001000000
4307,-1.634608380725,1,6461,-0.000001000000
4309,-6.892167977329,7,101,-0.000001000000
4311,-1.879799637833,1,6467,-0.000001000000
4313,-5.384839368903,2,3235,-0.000001000000
4315,-3.998545007783,1,6473,-0.000001000000
4317,-5.384839368903,3,1619,-0.000001000000
4319,5.045426642774,1,6479,-0.000001000000
4321,-0.124157009802,2,3241,-0.000001000000
4323,-6.892167977329,1,6485,-0.000001000000
4325,1.540386911704,4,811,-0.000001000000
4327,-2.409485980321,1,6491,-0.000001000000
4329,-2.043260475906,2,3247,-0.000001000000
4331,-0.369348266911,1,6497,-0.000001000000
4333,1.540386911704,3,1625,-0.000001000000
4335,-0.696269943056,1,6503,-0.000001000000
4337,-5.914525711391,2,3253,-0.000001000000
4339,-3.429554837026,1,6509,-0.000001000000
4341,-5.914525711391,5,407,-0.000001000000
4343,-0.902157371895,1,6515,-0.000001000000
4345,-5.384839368903,2,3259,-0.000001000000
4347,5.414774909685,1,6521,-0.000001000000
4349,-2.040137713410,3,1631,-0.000001000000
4351,-1.104922038237,1,6527,-0.000001000000
4353,1.540386911704,2,3265,-0.000001000000
4355,1.540386911704,1,6533,-0.000001000000
4357,-5.914525711391,4,817,-0.000001000000
4359,-3.387128246260,1,6539,-0.000001000000
4361,1.540386911704,2,3271,-0.000001000000
4363,1.540386911704,1,6545,-0.000001000000
4365,-5.914525711391,3,1637,-0.000001000000
4367,-3.916814588747,1,6551,-0.000001000000
4369,-5.914525711391,2,3277,-0.000001000000
4371,-2.327755561285,1,6557,-0.000001000000
4373,-6.892167977329,6,205,-0.000001000000
4375,0.075484894044,1,6563,-0.000001000000
4377,-3.429554837026,2,3283,-0.000001000000
4379,1.461779255164,1,6569,-0.000001000000
4381,-3.429554837026,3,1643,-0.000001000000
4383,-3.916814588747,1,6575,-0.000001000000
4385,1.540386911704,2,3289,-0.000001000000
4387,1.540386911704,1,6581,-0.000001000000
4389,1.540386911704,4,823,-0.000001000000
4391,-4.364770512198,1,6587,-0.000001000000
4393,-4.528231350271,2,3295,-0.000001000000
4395,0.562744645765,1,6593,-0.000001000000
4397,-6.892167977329,3,1649,-0.000001000000
4399,4.515740300286,1,6599,-0.000001000000
4401,1.540386911704,2,3301,-0.000001000000
4403,1.540386911704,1,6605,-0.000001000000
4405,-1.922226228600,5,413,-0.000001000000
4407,-3.916814588747,1,6611,-0.000001000000
4409,3.456367615312,2,3307,-0.000001000000
4411,-5.914525711391,1,6617,-0.000001000000
4413,-5.914525711391,3,1655,-0.000001000000
4415,7.736284945978,1,6623,-0.000001000000
4417,-1.922226228600,2,3313,-0.000001000000
4419,-3.429554837026,1,6629,-0.000001000000
4421,-1.922226228600,4,829,-0.000001000000
4423,1.053127159983,1,6635,-0.000001000000
4425,-5.914525711391,2,3319,-0.000001000000
4427,-1.922226228600,1,6641,-0.000001000000
4429,1.540386911704,3,1661,-0.000001000000
4431,4.515740300286,1,6647,-0.000001000000
4433,1.540386911704,2,3325,-0.000001000000
4435,5.535809156991,1,6653,-0.000001000000
4437,-7.869810243268,10,13,-0.000001000000
4439,2.030769425922,1,6659,-0.000001000000
4441,8.387005535771,2,3331,-0.000001000000
4443,1.419352664398,1,6665,-0.000001000000
4445,-6.892167977329,3,1667,-0.000001000000
4447,-2.939172322808,1,6671,-0.000001000000
4449,-3.877510760477,2,3337,-0.000001000000
4451,1.540386911704,1,6677,-0.000001000000
4453,1.540386911704,4,835,-0.000001000000
4455,-3.916814588747,1,6683,-0.000001000000
4457,2.396994930337,2,3343,-0.000001000000
4459,-5.914525711391,1,6689,-0.000001000000
4461,-1.922226228600,3,1673,-0.000001000000
4463,3.008411691860,1,6695,-0.000001000000
4465,-5.914525711391,2,3349,-0.000001000000
4467,1.540386911704,1,6701,-0.000001000000
4469,-5.914525711391,5,419,-0.000001000000
4471,-0.454201448443,1,6707,-0.000001000000
4473,-1.471147542652,2,3355,-0.000001000000
4475,1.540386911704,1,6713,-0.000001000000
4477,-2.451912571087,3,1679,-0.000001000000
4479,-3.344701655493,1,6719,-0.000001000000
4481,-5.914525711391,2,3361,-0.000001000000
4483,-5.914525711391,1,6725,-0.000001000000
4485,-5.914525711391,4,841,-0.000001000000
4487,-4.446500931235,1,6731,-0.000001000000
4489,3.946750129529,2,3367,-0.000001000000
4491,7.654554526941,1,6737,-0.000001000000
4493,-5.914525711391,3,1685,-0.000001000000
4495,-3.468858665296,1,6743,-0.000001000000
4497,-5.914525711391,2,3373,-0.000001000000
4499,-5.914525711391,1,6749,-0.000001000000
4501,-5.914525711391,6,211,-0.000001000000
4503,0.523440817495,1,6755,-0.000001000000
4505,-6.362481634842,2,3379,-0.000001000000
4507,-1.595304552455,1,6761,-0.000001000000
4509,1.540386911704,3,1691,-0.000001000000
4511,5.902034661406,1,6767,-0.000001000000
4513,-2.043260475906,2,3385,-0.000001000000
4515,-6.362481634842,1,6773,-0.000001000000
4517,-6.362481634842,4,847,-0.000001000000
4519,3.986053957799,1,6779,-0.000001000000
4521,-1.595304552455,2,3391,-0.000001000000
4523,1.582813502470,1,6785,-0.000001000000
4525,-6.362481634842,3,1697,-0.000001000000
4527,-3.468858665296,1,6791,-0.000001000000
4529,-4.407197102964,2,3397,-0.000001000000
4531,-4.407197102964,1,6797,-0.000001000000
4533,-4.407197102964,5,425,-0.000001000000
4535,-1.961530056870,1,6803,-0.000001000000
4537,-4.407197102964,2,3403,-0.000001000000
4539,1.909735178615,1,6809,-0.000001000000
4541,-4.407197102964,3,1703,-0.000001000000
4543,-1.634608380725,1,6815,-0.000001000000
4545,1.464902017660,2,3409,-0.000001000000
4547,6.023068908713,1,6821,-0.000001000000
4549,-7.869810243268,4,853,-0.000001000000
4551,4.963696223738,1,6827,-0.000001000000
4553,2.518029177643,2,3415,-0.000001000000
4555,-4.936883445452,1,6833,-0.000001000000
4557,-4.936883445452,3,1709,-0.000001000000
4559,4.963696223738,1,6839,-0.000001000000
4561,-4.936883445452,2,3421,-0.000001000000
4563,2.518029177643,1,6845,-0.000001000000
4565,-0.944583962661,7,107,-0.000001000000
4567,2.478725349373,1,6851,-0.000001000000
4569,-6.892167977329,2,3427,-0.000001000000
4571,-4.080275426820,1,6857,-0.000001000000
4573,-6.892167977329,3,1715,-0.000001000000
4575,-0.045549353262,1,6863,-0.000001000000
4577,3.335333368005,2,3433,-0.000001000000
4579,-0.944583962661,1,6869,-0.000001000000
4581,2.518029177643,4,859,-0.000001000000
4583,1.461779255164,1,6875,-0.000001000000
4585,-3.102633160881,2,3439,-0.000001000000
4587,-0.656966114786,1,6881,-0.000001000000
4589,-4.936883445452,3,1721,-0.000001000000
4591,-1.307686704580,1,6887,-0.000001000000
4593,-0.944583962661,2,3445,-0.000001000000
4595,-4.936883445452,1,6893,-0.000001000000
4597,-5.914525711391,5,431,-0.000001000000
4599,-3.468858665296,1,6899,-0.000001000000
4601,-4.936883445452,2,3451,-0.000001000000
4603,1.828004759579,1,6905,-0.000001000000
4605,-3.141936989151,3,1727,-0.000001000000
4607,-0.575235695750,1,6911,-0.000001000000
4609,-5.914525711391,2,3457,-0.000001000000
4611,-0.944583962661,1,6917,-0.000001000000
4613,2.518029177643,4,865,-0.000001000000
4615,3.456367615312,1,6923,-0.000001000000
4617,-0.944583962661,2,3463,-0.000001000000
4619,2.518029177643,1,6929,-0.000001000000
4621,-6.892167977329,3,1733,-0.000001000000
4623,-0.006245524992,1,6935,-0.000001000000
4625,-6.892167977329,2,3469,-0.000001000000
4627,-0.944583962661,1,6941,-0.000001000000
4629,-6.892167977329,6,217,-0.000001000000
4631,-3.998545007783,1,6947,-0.000001000000
4633,-0.944583962661,2,3475,-0.000001000000
4635,-3.102633160881,1,6953,-0.000001000000
4637,-4.936883445452,3,1739,-0.000001000000
4639,-1.513574133418,1,6959,-0.000001000000
4641,-4.936883445452,2,3481,-0.000001000000
4643,-6.892167977329,1,6965,-0.000001000000
4645,5.738573823334,4,871,-0.000001000000
4647,-2.491216399357,1,6971,-0.000001000000
4649,-1.595304552455,2,3487,-0.000001000000
4651,-6.892167977329,1,6977,-0.000001000000
4653,2.518029177643,3,1745,-0.000001000000
4655,-3.020902741845,1,6983,-0.000001000000
4657,2.518029177643,2,3493,-0.000001000000
4659,2.518029177643,1,6989,-0.000001000000
4661,0.033058303278,5,437,-0.000001000000
4663,-3.998545007783,1,6995,-0.000001000000
4665,3.377759958771,2,3499,-0.000001000000
4667,-6.892167977329,1,7001,-0.000001000000
4669,-6.892167977329,3,1751,-0.000001000000
4671,-3.020902741845,1,7007,-0.000001000000
4673,-4.936883445452,2,3505,-0.000001000000
4675,-4.936883445452,1,7013,-0.000001000000
4677,-4.936883445452,4,877,-0.000001000000
4679,-3.020902741845,1,7019,-0.000001000000
4681,-5.914525711391,2,3511,-0.000001000000
4683,-4.936883445452,1,7025,-0.000001000000
4685,-4.936883445452,3,1757,-0.000001000000
4687,-4.976187273722,1,7031,-0.000001000000
4689,2.518029177643,2,3517,-0.000001000000
4691,-3.223667408187,1,7037,-0.000001000000
4693,0.033058303278,8,55,-0.000001000000
4695,-1.513574133418,1,7043,-0.000001000000
4697,-0.944583962661,2,3523,-0.000001000000
4699,-0.411774857677,1,7049,-0.000001000000
4701,0.033058303278,3,1763,-0.000001000000
4703,1.949039006885,1,7055,-0.000001000000
4705,-4.936883445452,2,3529,-0.000001000000
4707,-6.892167977329,1,7061,-0.000001000000
4709,-6.892167977329,4,883,-0.000001000000
4711,1.949039006885,1,7067,-0.000001000000
4713,2.844950853788,2,3535,-0.000001000000
4715,-1.474270305148,1,7073,-0.000001000000
4717,-4.936883445452,3,1769,-0.000001000000
4719,1.949039006885,1,7079,-0.000001000000
4721,0.033058303278,2,3541,-0.000001000000
4723,-4.936883445452,1,7085,-0.000001000000
4725,-4.936883445452,5,443,-0.000001000000
4727,-4.528231350271,1,7091,-0.000001000000
4729,-3.753353750675,2,3547,-0.000001000000
4731,-4.936883445452,1,7097,-0.000001000000
4733,-2.491216399357,3,1775,-0.000001000000
4735,1.137980341515,1,7103,-0.000001000000
4737,-4.936883445452,2,3553,-0.000001000000
4739,0.033058303278,1,7109,-0.000001000000
4741,2.518029177643,4,889,-0.000001000000
4743,-4.528231350271,1,7115,-0.000001000000
4745,-2.775711484736,2,3559,-0.000001000000
4747,2.518029177643,1,7121,-0.000001000000
4749,-3.429554837026,3,1781,-0.000001000000
4751,9.773299896891,1,7127,-0.000001000000
4753,-5.384839368903,2,3565,-0.000001000000
4755,-5.384839368903,1,7133,-0.000001000000
4757,-3.429554837026,6,223,-0.000001000000
4759,-4.528231350271,1,7139,-0.000001000000
4761,-6.892167977329,2,3571,-0.000001000000
4763,1.177284169785,1,7145,-0.000001000000
4765,-5.384839368903,3,1787,-0.000001000000
4767,-0.493505276713,1,7151,-0.000001000000
4769,-3.429554837026,2,3577,-0.000001000000
4771,0.320676151153,1,7157,-0.000001000000
4773,-0.983887790931,4,895,-0.000001000000
4775,3.296029539735,1,7163,-0.000001000000
4777,0.117911484810,2,3583,-0.000001000000
4779,-3.429554837026,1,7169,-0.000001000000
4781,0.033058303278,3,1793,-0.000001000000
4783,-3.550589084332,1,7175,-0.000001000000
4785,-3.959241179513,2,3589,-0.000001000000
4787,-3.959241179513,1,7181,-0.000001000000
4789,0.033058303278,5,449,-0.000001000000
4791,-4.528231350271,1,7187,-0.000001000000
4793,-3.959241179513,2,3595,-0.000001000000
4795,3.495671443582,1,7193,-0.000001000000
4797,-3.959241179513,3,1799,-0.000001000000
4799,6.147225918515,1,7199,-0.000001000000
4801,0.033058303278,2,3601,-0.000001000000
4803,3.495671443582,1,7205,-0.000001000000
4805,-4.936883445452,4,901,-0.000001000000
4807,-5.505873616209,1,7211,-0.000001000000
4809,-5.914525711391,2,3607,-0.000001000000
4811,-5.914525711391,1,7217,-0.000001000000
4813,-4.936883445452,3,1805,-0.000001000000
4815,0.441710398459,1,7223,-0.000001000000
4817,0.033058303278,2,3613,-0.000001000000
4819,0.033058303278,1,7229,-0.000001000000
4821,-7.869810243268,7,113,-0.000001000000
4823,-3.550589084332,1,7235,-0.000001000000
4825,-4.936883445452,2,3619,-0.000001000000
4827,1.625240093236,1,7241,-0.000001000000
4829,-3.959241179513,3,1811,-0.000001000000
4831,-5.505873616209,1,7247,-0.000001000000
4833,-3.305397827223,2,3625,-0.000001000000
4835,-7.869810243268,1,7253,-0.000001000000
4837,-4.936883445452,4,907,-0.000001000000
4839,4.881965804702,1,7259,-0.000001000000
4841,4.639897310089,2,3631,-0.000001000000
4843,-0.820426952858,1,7265,-0.000001000000
4845,-2.164294723212,3,1817,-0.000001000000
4847,3.825715882223,1,7271,-0.000001000000
4849,-7.869810243268,2,3637,-0.000001000000
4851,0.402406570189,1,7277,-0.000001000000
4853,-5.914525711391,5,455,-0.000001000000
4855,-4.528231350271,1,7283,-0.000001000000
4857,3.495671443582,2,3643,-0.000001000000
4859,-0.042426590766,1,7289,-0.000001000000
4861,3.619828453384,3,1823,-0.000001000000
4863,1.013823331713,1,7295,-0.000001000000
4865,-5.914525711391,2,3649,-0.000001000000
4867,-5.914525711391,1,7301,-0.000001000000
4869,1.010700569217,4,913,-0.000001000000
4871,-2.572946818393,1,7307,-0.000001000000
4873,-0.899034609399,2,3655,-0.000001000000
4875,0.033058303278,1,7313,-0.000001000000
4877,1.010700569217,3,1829,-0.000001000000
4879,-5.057917692758,1,7319,-0.000001000000
4881,1.010700569217,2,3661,-0.000001000000
4883,-3.959241179513,1,7325,-0.000001000000
4885,-6.444212053878,6,229,-0.000001000000
4887,-1.065618209967,1,7331,-0.000001000000
4889,-5.914525711391,2,3667,-0.000001000000
4891,4.885088567198,1,7337,-0.000001000000
4893,1.010700569217,3,1835,-0.000001000000
4895,-3.020902741845,1,7343,-0.000001000000
4897,3.495671443582,2,3673,-0.000001000000
4899,1.010700569217,1,7349,-0.000001000000
4901,1.010700569217,4,919,-0.000001000000
4903,-1.595304552455,1,7355,-0.000001000000
4905,-1.673912208995,2,3679,-0.000001000000
4907,1.010700569217,1,7361,-0.000001000000
4909,1.010700569217,3,1841,-0.000001000000
4911,-1.595304552455,1,7367,-0.000001000000
4913,1.010700569217,2,3685,-0.000001000000
4915,1.010700569217,1,7373,-0.000001000000
4917,-6.444212053878,5,461,-0.000001000000
4919,-3.550589084332,1,7379,-0.000001000000
4921,-3.959241179513,2,3691,-0.000001000000
4923,-2.733284893970,1,7385,-0.000001000000
4925,-3.959241179513,3,1847,-0.000001000000
4927,0.932092912677,1,7391,-0.000001000000
4929,-6.444212053878,2,3697,-0.000001000000
4931,-3.959241179513,1,7397,-0.000001000000
4933,1.010700569217,4,925,-0.000001000000
4935,-0.493505276713,1,7403,-0.000001000000
4937,-3.262971236457,2,3703,-0.000001000000
4939,1.010700569217,1,7409,-0.000001000000
4941,1.010700569217,3,1853,-0.000001000000
4943,-5.057917692758,1,7415,-0.000001000000
4945,0.033058303278,2,3709,-0.000001000000
4947,-1.879799637833,1,7421,-0.000001000000
4949,-7.421854319817,9,29,-0.000001000000
4951,3.374637196275,1,7427,-0.000001000000
4953,-6.444212053878,2,3715,-0.000001000000
4955,5.087853233540,1,7433,-0.000001000000
4957,1.010700569217,3,1859,-0.000001000000
4959,3.374637196275,1,7439,-0.000001000000
4961,2.926681272824,2,3721,-0.000001000000
4963,-6.444212053878,1,7445,-0.000001000000
4965,-6.444212053878,4,931,-0.000001000000
4967,4.231245214908,1,7451,-0.000001000000
4969,4.558166891053,2,3727,-0.000001000000
4971,-3.959241179513,1,7457,-0.000001000000
4973,-3.959241179513,3,1865,-0.000001000000
4975,-4.528231350271,1,7463,-0.000001000000
4977,-2.451912571087,2,3733,-0.000001000000
4979,-6.444212053878,1,7469,-0.000001000000
4981,-2.451912571087,5,467,-0.000001000000
4983,-2.572946818393,1,7475,-0.000001000000
4985,1.870431350345,2,3739,-0.000001000000
4987,-0.941461200165,1,7481,-0.000001000000
4989,1.010700569217,3,1871,-0.000001000000
4991,6.797946508309,1,7487,-0.000001000000
4993,3.495671443582,2,3745,-0.000001000000
4995,-2.451912571087,1,7493,-0.000001000000
4997,7.857319193284,4,937,-0.000001000000
4999,0.889666321910,1,7499,-0.000001000000
5001,-1.471147542652,2,3751,-0.000001000000
5003,10.750942162830,1,7505,-0.000001000000
5005,-7.421854319817,3,1877,-0.000001000000
5007,4.352279462214,1,7511,-0.000001000000
5009,-2.451912571087,2,3757,-0.000001000000
5011,-2.451912571087,1,7517,-0.000001000000
5013,1.010700569217,6,235,-0.000001000000
5015,1.867308587849,1,7523,-0.000001000000
5017,-6.444212053878,2,3763,-0.000001000000
5019,-2.000833885140,1,7529,-0.000001000000
5021,-2.451912571087,3,1883,-0.000001000000
5023,-5.057917692758,1,7535,-0.000001000000
5025,-0.006245524992,2,3769,-0.000001000000
5027,1.010700569217,1,7541,-0.000001000000
5029,-6.444212053878,4,943,-0.000001000000
5031,0.889666321910,1,7547,-0.000001000000
5033,-2.000833885140,2,3775,-0.000001000000
5035,1.010700569217,1,7553,-0.000001000000
5037,-2.981598913574,3,1889,-0.000001000000
5039,1.867308587849,1,7559,-0.000001000000
5041,-6.444212053878,2,3781,-0.000001000000
5043,-6.444212053878,1,7565,-0.000001000000
5045,-6.444212053878,5,473,-0.000001000000
5047,-1.595304552455,1,7571,-0.000001000000
5049,-2.981598913574,2,3787,-0.000001000000
5051,3.417063787041,1,7577,-0.000001000000
5053,7.124868184454,3,1895,-0.000001000000
5055,5.130279824306,1,7583,-0.000001000000
5057,-3.959241179513,2,3793,-0.000001000000
5059,-3.959241179513,1,7589,-0.000001000000
5061,-6.444212053878,4,949,-0.000001000000
5063,5.329921728153,1,7595,-0.000001000000
5065,-3.060206570115,2,3799,-0.000001000000
5067,-6.892167977329,1,7601,-0.000001000000
5069,-6.892167977329,3,1901,-0.000001000000
5071,-2.124990894942,1,7607,-0.000001000000
5073,-6.892167977329,2,3805,-0.000001000000
5075,1.010700569217,1,7613,-0.000001000000
5077,-6.444212053878,7,119,-0.000001000000
5079,-4.080275426820,1,7619,-0.000001000000
5081,-6.444212053878,2,3811,-0.000001000000
5083,3.865019710493,1,7625,-0.000001000000
5085,-6.892167977329,3,1907,-0.000001000000
5087,-2.124990894942,1,7631,-0.000001000000
5089,1.053127159983,2,3817,-0.000001000000
5091,-6.444212053878,1,7637,-0.000001000000
5093,-6.892167977329,4,955,-0.000001000000
5095,2.844950853788,1,7643,-0.000001000000
5097,4.842661976431,2,3823,-0.000001000000
5099,0.523440817495,1,7649,-0.000001000000
5101,-1.186652457273,3,1913,-0.000001000000
5103,-1.428720951886,1,7655,-0.000001000000
5105,-4.936883445452,2,3829,-0.000001000000
5107,1.380048836128,1,7661,-0.000001000000
5109,-4.936883445452,5,479,-0.000001000000
5111,-4.609961769307,1,7667,-0.000001000000
5113,-3.550589084332,2,3835,-0.000001000000
5115,-3.589892912602,1,7673,-0.000001000000
5117,5.493382566225,3,1919,-0.000001000000
5119,8.632196792880,1,7679,-0.000001000000
5121,-6.444212053878,2,3841,-0.000001000000
5123,1.988342835155,1,7685,-0.000001000000
5125,-5.466569787939,4,961,-0.000001000000
5127,2.844950853788,1,7691,-0.000001000000
5129,-3.141936989151,2,3847,-0.000001000000
5131,-5.466569787939,1,7697,-0.000001000000
5133,-5.466569787939,3,1925,-0.000001000000
5135,-4.609961769307,1,7703,-0.000001000000
5137,-5.466569787939,2,3853,-0.000001000000
5139,-5.466569787939,1,7709,-0.000001000000
5141,-7.421854319817,6,241,-0.000001000000
5143,-4.609961769307,1,7715,-0.000001000000
5145,-4.936883445452,2,3859,-0.000001000000
5147,1.828004759579,1,7721,-0.000001000000
5149,1.988342835155,3,1931,-0.000001000000
5151,2.357691102066,1,7727,-0.000001000000
5153,-1.592181789959,2,3865,-0.000001000000
5155,-7.421854319817,1,7733,-0.000001000000
5157,1.988342835155,4,967,-0.000001000000
5159,-3.632319503368,1,7739,-0.000001000000
5161,-1.186652457273,2,3871,-0.000001000000
5163,-5.466569787939,1,7745,-0.000001000000
5165,-5.466569787939,3,1937,-0.000001000000
5167,0.242068494613,1,7751,-0.000001000000
5169,-5.466569787939,2,3877,-0.000001000000
5171,-5.466569787939,1,7757,-0.000001000000
5173,-1.474270305148,5,485,-0.000001000000
5175,-4.609961769307,1,7763,-0.000001000000
5177,-5.466569787939,2,3883,-0.000001000000
5179,1.298318417092,1,7769,-0.000001000000
5181,-6.444212053878,3,1943,-0.000001000000
5183,3.171872529933,1,7775,-0.000001000000
5185,-6.444212053878,2,3889,-0.000001000000
5187,-6.444212053878,1,7781,-0.000001000000
5189,-1.474270305148,4,973,-0.000001000000
5191,-1.147348629003,1,7787,-0.000001000000
5193,2.275960683030,2,3895,-0.000001000000
5195,-1.474270305148,1,7793,-0.000001000000
5197,1.988342835155,3,1949,-0.000001000000
5199,-3.632319503368,1,7799,-0.000001000000
5201,1.988342835155,2,3901,-0.000001000000
5203,-3.916814588747,1,7805,-0.000001000000
5205,-7.421854319817,8,61,-0.000001000000
5207,1.337622245362,1,7811,-0.000001000000
5209,-6.444212053878,2,3907,-0.000001000000
5211,-0.738696533822,1,7817,-0.000001000000
5213,-1.474270305148,3,1955,-0.000001000000
5215,-3.632319503368,1,7823,-0.000001000000
5217,1.988342835155,2,3913,-0.000001000000
5219,-5.466569787939,1,7829,-0.000001000000
5221,-5.466569787939,4,979,-0.000001000000
5223,5.983765080443,1,7835,-0.000001000000
5225,4.231245214908,2,3919,-0.000001000000
5227,-5.466569787939,1,7841,-0.000001000000
5229,5.208887480846,3,1961,-0.000001000000
5231,-2.124990894942,1,7847,-0.000001000000
5233,-7.421854319817,2,3925,-0.000001000000
5235,-2.981598913574,1,7853,-0.000001000000
5237,1.988342835155,5,491,-0.000001000000
5239,1.337622245362,1,7859,-0.000001000000
5241,1.501083083434,2,3931,-0.000001000000
5243,-2.246025142248,1,7865,-0.000001000000
5245,-1.474270305148,3,1967,-0.000001000000
5247,1.543509674200,1,7871,-0.000001000000
5249,2.848073616284,2,3937,-0.000001000000
5251,-7.421854319817,1,7877,-0.000001000000
5253,-7.421854319817,4,985,-0.000001000000
5255,-0.859730781128,1,7883,-0.000001000000
5257,0.526563579991,2,3943,-0.000001000000
5259,-1.474270305148,1,7889,-0.000001000000
5261,-5.466569787939,3,1973,-0.000001000000
5263,-4.609961769307,1,7895,-0.000001000000
5265,-6.444212053878,2,3949,-0.000001000000
5267,-6.444212053878,1,7901,-0.000001000000
5269,-5.466569787939,6,247,-0.000001000000
5271,-5.139648111794,1,7907,-0.000001000000
5273,1.988342835155,2,3955,-0.000001000000
5275,-1.268382876310,1,7913,-0.000001000000
5277,1.988342835155,3,1979,-0.000001000000
5279,0.078607656540,1,7919,-0.000001000000
5281,2.844950853788,2,3961,-0.000001000000
5283,-1.474270305148,1,7925,-0.000001000000
5285,-1.474270305148,4,991,-0.000001000000
5287,-0.941461200165,1,7931,-0.000001000000
5289,-2.775711484736,2,3967,-0.000001000000
5291,-5.466569787939,1,7937,-0.000001000000
5293,-5.466569787939,3,1985,-0.000001000000
5295,2.315264511300,1,7943,-0.000001000000
5297,-2.003956647636,2,3973,-0.000001000000
5299,-2.003956647636,1,7949,-0.000001000000
5301,-7.421854319817,5,497,-0.000001000000
